date,month,year,lake,site,species,Total length (mm)
20170809,8,2017,MCDERMOTT,1,Bluegill,60
20170809,8,2017,MCDERMOTT,1,Bluegill,60
20170809,8,2017,MCDERMOTT,1,Bluegill,59
20170809,8,2017,MCDERMOTT,1,Bluegill,58
20170809,8,2017,MCDERMOTT,1,Bluegill,57
20170809,8,2017,MCDERMOTT,1,Bluegill,56
20170809,8,2017,MCDERMOTT,1,Bluegill,56
20170809,8,2017,MCDERMOTT,1,Bluegill,55
20170809,8,2017,MCDERMOTT,1,Bluegill,55
20170809,8,2017,MCDERMOTT,1,Bluegill,55
20170809,8,2017,MCDERMOTT,1,Bluegill,54
20170809,8,2017,MCDERMOTT,1,Bluegill,53
20170809,8,2017,MCDERMOTT,1,Bluegill,53
20170809,8,2017,MCDERMOTT,1,Bluegill,52
20170809,8,2017,MCDERMOTT,1,Bluegill,52
20170809,8,2017,MCDERMOTT,1,Bluegill,52
20170809,8,2017,MCDERMOTT,1,Bluegill,52
20170809,8,2017,MCDERMOTT,1,Bluegill,52
20170809,8,2017,MCDERMOTT,1,Bluegill,49
20170809,8,2017,MCDERMOTT,1,Bluegill,49
20170809,8,2017,MCDERMOTT,1,Bluegill,48
20170809,8,2017,MCDERMOTT,1,Bluegill,47
20170809,8,2017,MCDERMOTT,1,Bluegill,40
20170809,8,2017,MCDERMOTT,1,Bluegill,30
20170809,8,2017,MCDERMOTT,1,Bluegill,30
20170809,8,2017,MCDERMOTT,1,Bluegill,28
20170809,8,2017,MCDERMOTT,1,Bluegill,27
20170809,8,2017,MCDERMOTT,1,Bluegill,27
20170809,8,2017,MCDERMOTT,1,Bluegill,27
20170809,8,2017,MCDERMOTT,1,Bluegill,26
20170809,8,2017,MCDERMOTT,1,Bluegill,26
20170809,8,2017,MCDERMOTT,1,Bluegill,25
20170809,8,2017,MCDERMOTT,1,Bluegill,24
20170809,8,2017,MCDERMOTT,1,Bluegill,21
